;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM
22/02/2020;0;0;3,522;2,995;3,28;3,465;3,55;3,55;3,74;4,15;4,765;5,34;5,75;5,385;5,065;4,95;4,85;4,75;4,87;4,97;5,07;5,315;5,73;6,295;6,28;6,23;6,11;5,79;5,395;5,27;5,2;5,32;5,445;6,23;6,505;6,875;6,89;6,765;6,57;5,925;5,58;5,36;5,385;5,385;5,53;5,9;6,42;6,89;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/02/2020;0;0;3,522;2,995;3,28;3,465;3,55;3,55;3,74;4,15;4,765;5,34;5,75;5,385;5,065;4,95;4,85;4,75;4,87;4,97;5,07;5,315;5,73;6,295;6,28;6,23;6,11;5,79;5,395;5,27;5,2;5,32;5,445;6,23;6,505;6,875;6,89;6,765;6,57;5,925;5,58;5,36;5,385;5,385;5,53;5,9;6,42;6,89;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/02/2020;0;0;3,522;2,875;3,105;3,28;3,34;3,34;3,515;3,925;4,55;5,14;5,525;5,2;4,91;4,745;4,65;4,555;4,675;4,775;4,87;5,135;5,515;6,045;6,06;6,015;5,895;5,605;5,215;5,12;5,05;5,17;5,29;6,04;6,28;6,665;6,785;6,665;6,465;5,825;5,485;5,26;5,285;5,285;5,435;5,8;6,32;6,785;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/02/2020;0;0;3,522;2,9;3,1;3,28;3,345;3,37;3,52;3,865;4,515;5,075;5,5;5,175;4,85;4,7;4,6;4,5;4,605;4,705;4,805;5,1;5,47;5,985;6,06;6,035;5,91;5,615;5,24;5,14;5,065;5,19;5,315;6,035;6,285;6,66;6,775;6,675;6,475;5,825;5,5;5,25;5,275;5,275;5,45;5,8;6,325;6,775;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/02/2020;0;0;3,522;3,005;3,165;3,34;3,415;3,425;3,54;3,89;4,525;5,09;5,425;5,34;4,835;4,675;4,575;4,475;4,585;4,685;4,785;5,19;5,54;6,04;6,075;6,05;5,95;5,625;5,25;5,145;5,095;5,225;5,325;6,025;6,275;6,655;6,755;6,655;6,45;5,8;5,475;5,22;5,245;5,245;5,425;5,775;6,3;6,755;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/02/2020;0;0;3,522;2,975;3,12;3,275;3,3;3,38;3,485;3,765;4,465;4,95;5,3;5,2;4,69;4,575;4,475;4,375;4,5;4,595;4,695;5,04;5,405;5,925;5,965;5,94;5,84;5,5;5,135;5,035;4,985;5,11;5,205;5,865;6,11;6,475;6,64;6,54;6,345;5,7;5,38;5,135;5,16;5,16;5,33;5,675;6,195;6,64;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/02/2020;0;0;3,522;2,96;3,15;3,265;3,315;3,375;3,45;3,765;4,45;4,965;5,2;5,1;4,775;4,55;4,45;4,35;4,525;4,625;4,725;5,075;5,45;5,975;6,05;6,025;5,925;5,55;5,175;5,07;5,02;5,175;5,25;5,9;6,15;6,505;6,68;6,58;6,375;5,725;5,4;5,145;5,17;5,17;5,35;5,7;6,225;6,68;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/02/2020;0;0;3,522;2,96;3,15;3,265;3,315;3,375;3,45;3,765;4,45;4,965;5,2;5,1;4,775;4,55;4,45;4,35;4,525;4,625;4,725;5,075;5,45;5,975;6,05;6,025;5,925;5,55;5,175;5,07;5,02;5,175;5,25;5,9;6,15;6,505;6,68;6,58;6,375;5,725;5,4;5,145;5,17;5,17;5,35;5,7;6,225;6,68;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/03/2020;0;0;3,522;2,96;3,15;3,265;3,315;3,375;3,45;3,765;4,45;4,965;5,2;5,1;4,775;4,55;4,45;4,35;4,525;4,625;4,725;5,075;5,45;5,975;6,05;6,025;5,925;5,55;5,175;5,07;5,02;5,175;5,25;5,9;6,15;6,505;6,68;6,58;6,375;5,725;5,4;5,145;5,17;5,17;5,35;5,7;6,225;6,68;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/03/2020;0;0;0;3,05;3,165;3,29;3,34;3,4;3,45;3,825;4,515;5,05;5,3;5,2;4,915;4,625;4,525;4,425;4,54;4,64;4,74;5,12;5,495;6,025;6,105;6,08;5,975;5,6;5,22;5,12;5,07;5,22;5,295;5,95;6,205;6,56;6,735;6,635;6,43;5,775;5,445;5,19;5,215;5,215;5,395;5,75;6,28;6,735;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/03/2020;0;0;0;3,075;3,24;3,345;3,43;3,48;3,595;3,955;4,655;5,22;5,485;5,405;5,065;4,75;4,65;4,55;4,665;4,765;4,87;5,28;5,665;6,2;6,235;6,21;6,105;5,725;5,34;5,235;5,185;5,34;5,415;6,08;6,335;6,695;6,845;6,74;6,535;5,87;5,54;5,285;5,31;5,31;5,49;5,845;6,385;6,845;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/03/2020;0;0;0;3,075;3,25;3,4;3,475;3,525;3,625;3,975;4,675;5,225;5,55;5,415;5,085;4,75;4,65;4,55;4,675;4,775;4,875;5,3;5,675;6,2;6,24;6,215;6,115;5,735;5,36;5,235;5,185;5,36;5,435;6,115;6,34;6,715;6,845;6,745;6,525;5,875;5,55;5,28;5,305;5,305;5,5;5,85;6,375;6,845;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/03/2020;0;0;0;3,085;3,325;3,45;3,525;3,575;3,7;4;4,7;5,25;5,55;5,425;5,075;4,75;4,65;4,55;4,685;4,785;4,885;5,265;5,64;6,165;6,175;6,15;6,05;5,75;5,375;5,25;5,2;5,375;5,45;6,1;6,325;6,7;6,845;6,745;6,525;5,875;5,55;5,28;5,305;5,305;5,5;5,85;6,375;6,845;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/03/2020;0;0;0;3,115;3,25;3,35;3,4;3,44;3,575;3,865;4,565;5,1;5,35;5,24;4,9;4,595;4,5;4,405;4,49;4,585;4,685;5,045;5,405;5,905;5,99;5,965;5,87;5,575;5,215;5,09;5,045;5,215;5,285;5,915;6,135;6,5;6,705;6,605;6,385;5,755;5,435;5,17;5,19;5,19;5,385;5,73;6,24;6,705;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/03/2020;0;0;0;3,115;3,25;3,35;3,4;3,44;3,575;3,865;4,565;5,1;5,35;5,24;4,9;4,595;4,5;4,405;4,49;4,585;4,685;5,045;5,405;5,905;5,99;5,965;5,87;5,575;5,215;5,09;5,045;5,215;5,285;5,915;6,135;6,5;6,705;6,605;6,385;5,755;5,435;5,17;5,19;5,19;5,385;5,73;6,24;6,705;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/03/2020;0;0;0;3,115;3,25;3,35;3,4;3,44;3,575;3,865;4,565;5,1;5,35;5,24;4,9;4,595;4,5;4,405;4,49;4,585;4,685;5,045;5,405;5,905;5,99;5,965;5,87;5,575;5,215;5,09;5,045;5,215;5,285;5,915;6,135;6,5;6,705;6,605;6,385;5,755;5,435;5,17;5,19;5,19;5,385;5,73;6,24;6,705;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/03/2020;0;0;0;3,1;3,2;3,25;3,315;3,425;3,55;3,74;4,4;4,89;5,125;4,94;4,635;4,37;4,275;4,18;4,24;4,335;4,43;4,81;5,14;5,615;5,76;5,735;5,64;5,33;4,97;4,85;4,825;4,92;4,995;5,685;5,88;6,21;6,42;6,32;6,105;5,505;5,19;4,95;4,975;4,975;5,145;5,48;5,985;6,44;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/03/2020;0;0;0;3,115;3,325;3,4;3,475;3,54;3,615;3,815;4,49;4,99;5,25;5,13;4,845;4,5;4,4;4,3;4,385;4,485;4,59;5;5,335;5,825;5,855;5,83;5,755;5,425;5,07;4,94;4,915;5,02;5,095;5,78;5,98;6,335;6,48;6,38;6,155;5,55;5,245;4,995;5,02;5,02;5,195;5,525;6,03;6,505;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/03/2020;0;0;0;3,13;3,375;3,48;3,565;3,615;3,69;3,875;4,525;5;5,25;5,145;4,87;4,525;4,425;4,325;4,275;4,375;4,47;4,865;5,185;5,65;5,825;5,8;5,725;5,4;5,05;4,93;4,905;5;5,075;5,75;5,95;6,295;6,62;6,515;6,285;5,67;5,365;5,11;5,135;5,135;5,315;5,645;6,16;6,645;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/03/2020;0;0;0;3,14;3,35;3,425;3,515;3,565;3,65;3,85;4,44;4,89;5,15;5,015;4,745;4,32;4,225;4,13;4,205;4,3;4,4;4,815;5,11;5,55;5,635;5,615;5,54;5,23;4,89;4,77;4,745;4,84;4,915;5,565;5,76;6,095;6,395;6,3;6,06;5,48;5,19;4,95;4,95;4,95;5,14;5,455;5,94;6,395;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/03/2020;0;0;0;3,14;3,425;3,475;3,525;3,57;3,615;3,83;4,415;4,88;5,08;5,015;4,74;4,35;4,25;4,15;4,18;4,28;4,38;4,725;5,025;5,475;5,65;5,625;5,525;5,25;4,9;4,8;4,77;4,875;4,95;5,6;5,8;6,155;6,405;6,305;6,05;5,475;5,2;4,945;4,945;4,945;5,125;5,45;5,95;6,405;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/03/2020;0;0;0;3,14;3,425;3,475;3,525;3,57;3,615;3,83;4,415;4,88;5,08;5,015;4,74;4,35;4,25;4,15;4,18;4,28;4,38;4,725;5,025;5,475;5,65;5,625;5,525;5,25;4,9;4,8;4,77;4,875;4,95;5,6;5,8;6,155;6,405;6,305;6,05;5,475;5,2;4,945;4,945;4,945;5,125;5,45;5,95;6,405;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/03/2020;0;0;0;3,14;3,425;3,475;3,525;3,57;3,615;3,83;4,415;4,88;5,08;5,015;4,74;4,35;4,25;4,15;4,18;4,28;4,38;4,725;5,025;5,475;5,65;5,625;5,525;5,25;4,9;4,8;4,77;4,875;4,95;5,6;5,8;6,155;6,405;6,305;6,05;5,475;5,2;4,945;4,945;4,945;5,125;5,45;5,95;6,405;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/03/2020;0;0;0;3,141;3,405;3,325;3,35;3,405;3,455;3,65;4,275;4,745;4,96;4,865;4,655;4,195;4,1;4,005;4,1;4,2;4,3;4,525;4,815;5,25;5,515;5,495;5,395;5,125;4,785;4,685;4,665;4,76;4,835;5,47;5,665;6,005;6,26;6,16;5,915;5,35;5,08;4,835;4,835;4,835;5,01;5,33;5,82;6,26;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/03/2020;0;0;0;3,141;3,455;3,315;3,29;3,325;3,375;3,59;4,19;4,62;4,83;4,735;4,555;4,07;3,975;3,88;3,98;4,075;4,17;4,5;4,795;5,24;5,39;5,37;5,27;5;4,66;4,565;4,565;4,66;4,71;5,345;5,515;5,855;6,135;6,06;5,815;5,25;4,98;4,735;4,735;4,735;4,935;5,23;5,72;6,16;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/03/2020;0;0;0;3,141;3,4;3,165;3,15;3,165;3,225;3,4;4;4,45;4,715;4,575;4,44;3,92;3,825;3,73;3,83;3,925;4,02;4,245;4,53;4,955;5,24;5,215;5,12;4,855;4,515;4,44;4,44;4,515;4,565;5,19;5,335;5,675;5,93;5,855;5,635;5,08;4,835;4,57;4,57;4,57;4,785;5,08;5,54;5,955;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/03/2020;0;0;0;3,141;3,4;3,15;3,2;3,19;3,215;3,39;3,99;4,415;4,705;4,555;4,4;3,9;3,8;3,7;3,8;3,9;4;4,205;4,47;4,885;5,225;5,2;5,1;4,825;4,475;4,425;4,425;4,5;4,525;5,15;5,3;5,645;5,93;5,855;5,635;5,08;4,835;4,57;4,57;4,57;4,785;5,08;5,54;5,955;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/03/2020;0;0;0;3,141;3,43;3,14;3,18;3,225;3,24;3,415;4,025;4,465;4,725;4,525;4,485;4;3,9;3,8;3,9;4;4,1;4,185;4,455;4,87;5,27;5,245;5,145;4,865;4,515;4,465;4,465;4,54;4,565;5,195;5,345;5,695;6,045;5,97;5,735;5,17;4,915;4,655;4,655;4,655;4,89;5,17;5,66;6,07;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/03/2020;0;0;0;3,141;3,43;3,14;3,18;3,225;3,24;3,415;4,025;4,465;4,725;4,525;4,485;4;3,9;3,8;3,9;4;4,1;4,185;4,455;4,87;5,27;5,245;5,145;4,865;4,515;4,465;4,465;4,54;4,565;5,195;5,345;5,695;6,045;5,97;5,735;5,17;4,915;4,655;4,655;4,655;4,89;5,17;5,66;6,07;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/03/2020;0;0;0;3,141;3,43;3,14;3,18;3,225;3,24;3,415;4,025;4,465;4,725;4,525;4,485;4;3,9;3,8;3,9;4;4,1;4,185;4,455;4,87;5,27;5,245;5,145;4,865;4,515;4,465;4,465;4,54;4,565;5,195;5,345;5,695;6,045;5,97;5,735;5,17;4,915;4,655;4,655;4,655;4,89;5,17;5,66;6,07;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/03/2020;0;0;0;3,141;3,25;3,01;3,05;3,1;3,165;3,375;4;4,44;4,7;4,525;4,475;3,95;3,85;3,75;3,85;3,95;4,05;4,21;4,485;4,905;5,205;5,18;5,085;4,815;4,47;4,425;4,425;4,495;4,52;5,13;5,28;5,62;5,905;5,835;5,59;5,055;4,81;4,54;4,54;4,54;4,785;5,055;5,515;5,93;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/03/2020;0;0;0;3,141;3,15;2,875;2,9;2,99;3,065;3,35;4,025;4,475;4,79;4,6;4,565;4,025;3,925;3,825;3,875;3,975;4,075;4,415;4,7;5,135;5,4;5,375;5,27;4,96;4,6;4,545;4,545;4,625;4,65;5,27;5,425;5,785;6,075;5,995;5,765;5,195;4,965;4,68;4,655;4,68;4,91;5,195;5,685;6,1;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/03/2020;0;0;0;3,141;2,955;2,7;2,75;2,875;2,95;3,29;3,975;4,425;4,75;4,525;4,64;4,05;3,95;3,85;3,9;4;4,1;4,345;4,615;5,03;5,375;5,35;5,25;4,975;4,625;4,575;4,575;4,65;4,675;5,3;5,45;5,8;6,105;6,03;5,8;5,225;5;4,695;4,67;4,695;4,95;5,225;5,7;6,105;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/03/2020;0;0;0;3,141;2,975;2,675;2,765;2,865;2,975;3,34;4;4,465;4,79;4,625;4,575;4,025;3,925;3,825;3,925;4,025;4,125;4,5;4,785;5,23;5,41;5,385;5,285;5,015;4,665;4,615;4,615;4,665;4,715;5,335;5,485;5,86;6,13;6,055;5,825;5,25;5,025;4,72;4,695;4,72;4,975;5,25;5,725;6,13;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/03/2020;0;0;0;3,141;2,975;2,615;2,74;2,875;3;3,34;4;4,45;4,79;4,65;4,515;4;3,9;3,8;3,91;4,01;4,11;4,525;4,8;5,23;5,395;5,37;5,27;5;4,65;4,6;4,6;4,65;4,7;5,295;5,495;5,84;6,095;6,02;5,8;5,225;5;4,705;4,68;4,705;4,95;5,225;5,7;6,095;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/03/2020;0;0;0;3,141;2,975;2,615;2,74;2,875;3;3,34;4;4,45;4,79;4,65;4,515;4;3,9;3,8;3,91;4,01;4,11;4,525;4,8;5,23;5,395;5,37;5,27;5;4,65;4,6;4,6;4,65;4,7;5,295;5,495;5,84;6,095;6,02;5,8;5,225;5;4,705;4,68;4,705;4,95;5,225;5,7;6,095;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/03/2020;0;0;0;3,141;2,975;2,615;2,74;2,875;3;3,34;4;4,45;4,79;4,65;4,515;4;3,9;3,8;3,91;4,01;4,11;4,525;4,8;5,23;5,395;5,37;5,27;5;4,65;4,6;4,6;4,65;4,7;5,295;5,495;5,84;6,095;6,02;5,8;5,225;5;4,705;4,68;4,705;4,95;5,225;5,7;6,095;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/03/2020;0;0;0;3,141;2,88;2,425;2,665;2,8;2,925;3,265;3,925;4,4;4,69;4,575;4,39;3,925;3,825;3,725;3,835;3,935;4,035;4,42;4,69;5,11;5,305;5,28;5,185;4,915;4,57;4,52;4,52;4,57;4,62;5,21;5,405;5,75;6,02;5,945;5,72;5,15;4,93;4,63;4,605;4,63;4,88;5,15;5,62;6,02;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
31/03/2020;0;0;0;3,141;2,875;2,49;2,725;2,84;2,99;3,325;3,975;4,48;4,725;4,6;4,44;3,975;3,875;3,775;3,885;3,985;4,085;4,53;4,81;5,25;5,365;5,34;5,24;4,96;4,605;4,555;4,555;4,605;4,66;5,265;5,47;5,82;6,085;6,01;5,78;5,2;4,97;4,665;4,64;4,665;4,92;5,2;5,68;6,085;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/04/2020;0;0;0;3,141;2,87;2,45;2,675;2,84;2,99;3,275;3,9;4,425;4,675;4,5;4,44;3,925;3,825;3,725;3,835;3,935;4,035;4,455;4,725;5,14;5,32;5,295;5,2;4,925;4,58;4,53;4,53;4,58;4,63;5,225;5,42;5,765;6,015;5,94;5,72;5,15;4,925;4,63;4,605;4,63;4,875;5,15;5,645;6,015;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/04/2020;0;0;0;0;2,86;2,55;2,775;2,865;2,99;3,3;3,95;4,525;4,725;4,55;4,565;4;3,9;3,8;3,91;4,01;4,11;4,425;4,7;5,12;5,325;5,3;5,2;4,925;4,575;4,525;4,525;4,575;4,625;5,225;5,425;5,775;6,005;5,955;5,725;5,15;4,925;4,62;4,595;4,62;4,875;5,15;5,65;6,03;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/04/2020;0;0;0;0;2,845;2,64;2,79;2,925;3,025;3,3;3,94;4,465;4,665;4,65;4,45;4;3,9;3,8;3,9;4;4,1;4,48;4,76;5,195;5,43;5,405;5,305;5,025;4,665;4,615;4,615;4,665;4,72;5,33;5,535;5,89;6,12;6,07;5,84;5,245;5,015;4,705;4,68;4,705;4,965;5,245;5,76;6,145;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/04/2020;0;0;0;0;2,845;2,64;2,79;2,925;3,025;3,3;3,94;4,465;4,665;4,65;4,45;4;3,9;3,8;3,9;4;4,1;4,48;4,76;5,195;5,43;5,405;5,305;5,025;4,665;4,615;4,615;4,665;4,72;5,33;5,535;5,89;6,12;6,07;5,84;5,245;5,015;4,705;4,68;4,705;4,965;5,245;5,76;6,145;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/04/2020;0;0;0;0;2,845;2,64;2,79;2,925;3,025;3,3;3,94;4,465;4,665;4,65;4,45;4;3,9;3,8;3,9;4;4,1;4,48;4,76;5,195;5,43;5,405;5,305;5,025;4,665;4,615;4,615;4,665;4,72;5,33;5,535;5,89;6,12;6,07;5,84;5,245;5,015;4,705;4,68;4,705;4,965;5,245;5,76;6,145;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/04/2020;0;0;0;0;2,85;2,8;2,925;3,065;3,19;3,45;4,1;4,625;4,8;4,75;4,625;4,115;4,015;3,91;4,02;4,125;4,23;4,635;4,945;5,415;5,57;5,545;5,445;5,16;4,8;4,75;4,75;4,775;4,85;5,47;5,675;6,06;6,265;6,215;5,985;5,37;5,115;4,81;4,785;4,81;5,09;5,37;5,885;6,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/04/2020;0;0;0;0;2,805;2,775;2,975;3,1;3,265;3,59;4,24;4,75;4,975;5,025;4,675;4,2;4,1;4;4,15;4,25;4,35;4,765;5,1;5,58;5,64;5,615;5,515;5,185;4,83;4,78;4,78;4,805;4,885;5,54;5,745;6,12;6,33;6,28;6,03;5,425;5,17;4,87;4,82;4,845;5,12;5,425;5,93;6,355;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/04/2020;0;0;0;0;2,81;2,7;2,865;3,04;3,2;3,54;4,19;4,675;4,9;4,89;4,595;4,225;4,125;4,025;4,125;4,225;4,325;4,675;5,025;5,525;5,6;5,575;5,475;5,175;4,825;4,775;4,775;4,8;4,9;5,525;5,75;6,12;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/04/2020;0;0;0;0;2,805;2,65;2,865;3,05;3,225;3,575;4,225;4,7;4,94;5;4,67;4,25;4,15;4,05;4,15;4,25;4,35;4,725;5,08;5,59;5,56;5,535;5,435;5,215;4,865;4,815;4,815;4,84;4,94;5,535;5,76;6,135;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/04/2020;0;0;0;0;2,805;2,65;2,865;3,05;3,225;3,575;4,225;4,7;4,94;5;4,67;4,25;4,15;4,05;4,15;4,25;4,35;4,725;5,08;5,59;5,56;5,535;5,435;5,215;4,865;4,815;4,815;4,84;4,94;5,535;5,76;6,135;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/04/2020;0;0;0;0;2,805;2,65;2,865;3,05;3,225;3,575;4,225;4,7;4,94;5;4,67;4,25;4,15;4,05;4,15;4,25;4,35;4,725;5,08;5,59;5,56;5,535;5,435;5,215;4,865;4,815;4,815;4,84;4,94;5,535;5,76;6,135;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/04/2020;0;0;0;0;2,805;2,65;2,865;3,05;3,225;3,575;4,225;4,7;4,94;5;4,67;4,25;4,15;4,05;4,15;4,25;4,35;4,725;5,08;5,59;5,56;5,535;5,435;5,215;4,865;4,815;4,815;4,84;4,94;5,535;5,76;6,135;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/04/2020;0;0;0;0;2,805;2,65;2,865;3,05;3,225;3,575;4,225;4,7;4,94;5;4,67;4,25;4,15;4,05;4,15;4,25;4,35;4,725;5,08;5,59;5,56;5,535;5,435;5,215;4,865;4,815;4,815;4,84;4,94;5,535;5,76;6,135;6,295;6,245;6;5,4;5,15;4,855;4,805;4,83;5,1;5,4;5,9;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/04/2020;0;0;0;0;2,8;2,5;2,725;2,925;3,125;3,475;4,115;4,625;4,89;4,925;4,635;4,2;4,1;4;4,1;4,2;4,3;4,685;5,035;5,53;5,525;5,5;5,4;5,2;4,855;4,805;4,805;4,83;4,93;5,545;5,77;6,14;6,295;6,245;5,995;5,4;5,155;4,855;4,805;4,83;5,105;5,4;5,895;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/04/2020;0;0;0;0;2,795;2,425;2,65;2,85;3,05;3,375;4;4,575;4,815;4,875;4,565;4,125;4,025;3,925;4,025;4,125;4,225;4,65;5;5,5;5,46;5,435;5,335;5,14;4,795;4,745;4,745;4,77;4,865;5,485;5,705;6,075;6,215;6,165;5,92;5,325;5,08;4,785;4,735;4,76;5,03;5,325;5,82;6,24;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/04/2020;0;0;0;0;2,795;2,47;2,75;2,96;3,165;3,5;4,15;4,665;4,9;4,975;4,665;4,225;4,125;4,025;4,125;4,225;4,325;4,655;5,03;5,48;5,425;5,375;5,25;5,15;4,8;4,75;4,75;4,775;4,875;5,475;5,7;6,075;6,255;6,205;5,955;5,35;5,095;4,795;4,745;4,77;5,045;5,35;5,855;6,28;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/04/2020;0;0;0;0;2,795;2,345;2,73;2,965;3,19;3,565;4,215;4,715;4,975;5,05;4,68;4,25;4,15;4,05;4,15;4,25;4,35;4,715;5,065;5,515;5,54;5,49;5,365;5,11;4,76;4,71;4,71;4,735;4,835;5,49;5,715;6,09;6,28;6,23;5,975;5,375;5,125;4,82;4,77;4,795;5,075;5,375;5,875;6,305;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/04/2020;0;0;0;0;2,795;2,345;2,73;2,965;3,19;3,565;4,215;4,715;4,975;5,05;4,68;4,25;4,15;4,05;4,15;4,25;4,35;4,715;5,065;5,515;5,54;5,49;5,365;5,11;4,76;4,71;4,71;4,735;4,835;5,49;5,715;6,09;6,28;6,23;5,975;5,375;5,125;4,82;4,77;4,795;5,075;5,375;5,875;6,305;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
